"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,66,66,66,66,66,66,66,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,66,66,66,66,66,66,66,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,68,68,0,0,0,0,0,47,47,47,47,47,47,0,0,61,61,61,61,61,61,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,66,66,66,66,66,66,66,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,68,68,0,0,0,0,0,47,47,47,47,47,47,0,0,61,61,61,61,61,61,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,66,66,66,66,66,66,66,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,68,68,0,0,0,0,0,47,47,47,47,47,47,0,0,61,61,61,61,61,61,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,66,66,66,66,66,66,66,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,68,68,0,0,0,0,0,47,47,47,47,47,47,0,0,61,61,61,61,61,61,44,44,44,44,44,44,0,0,0,0,0,0,0,12,12,12,0,0,0,60,60,60,60,60,60,60,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,66,66,66,66,66,66,66,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,47,47,47,47,0,0,61,61,61,61,61,61,44,44,44,44,44,44,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,66,66,66,66,66,66,66,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,12,12,12,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,30,30,30,30,30,30,30,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,30,30,30,30,30,30,30,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,55,55,55,0,0,0,0,52,52,52,52,52,52,0,0,0,0,0,11,11,11,11,11,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,30,30,30,30,30,30,30,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,55,55,55,0,0,0,0,52,52,52,52,52,52,0,0,0,0,0,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,30,30,30,30,30,30,30,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,55,55,55,0,0,0,0,52,52,52,52,52,52,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,15,15,15,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,30,30,30,30,30,30,30,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,52,52,52,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,15,15,15,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,30,30,30,30,30,30,30,0,0,0,0,0,0,4,4,4,4,4,0,0,0,64,64,64,64,64,64,64,64,64,64,64,52,52,52,52,52,52,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,15,15,15,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,30,30,30,30,30,30,30,0,0,0,0,0,0,4,4,4,4,4,0,0,0,64,64,64,64,64,64,64,64,64,64,64,52,52,52,52,52,52,0,10,10,10,10,0,0,0,0,0,0,13,13,13,13,15,15,15,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,64,64,64,64,64,64,64,64,64,64,64,52,52,52,52,52,52,0,10,10,10,10,0,16,16,16,16,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,10,10,10,10,0,16,16,16,16,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,0,0,0,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,54,54,54,54,54,54,16,16,16,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,0,0,0,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,54,54,54,54,54,54,16,16,16,0,18,18,18,18,17,17,17,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,29,29,29,29,29,29,29,29,29,0,0,0,64,64,64,64,64,64,64,64,64,64,64,39,39,39,39,39,39,0,54,54,54,54,54,54,0,0,0,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,29,29,29,29,29,29,29,29,29,0,0,0,64,64,64,64,64,64,64,64,64,64,64,39,39,39,39,39,39,0,54,54,54,54,54,54,19,19,19,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,29,29,29,29,29,29,29,29,29,0,0,0,64,64,64,64,64,64,64,64,64,64,64,39,39,39,39,39,39,0,54,54,54,54,54,54,19,19,19,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,39,39,39,39,39,67,67,67,67,67,67,54,54,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,67,67,67,67,67,67,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
