id,x,y,time_enter,time_exit,num_facility_visited,num_check_in
215593,2.197,-0.296,33388,55606,33,14
404746,2.198,-0.284,33388,55605,31,14
223567,2.373,-1.117,35702,55278,21,9
1469633,2.382,-0.806,34992,55439,38,10
1336870,2.376,-0.701,34130,55280,34,15
2004816,2.382,-0.182,33978,55613,26,11
361406,2.407,-0.123,34886,55061,28,14
1057378,2.413,0.06,35877,55752,31,13
1880974,2.441,-0.939,35938,55027,25,12
535019,2.47,-0.444,32796,54732,21,7
389500,2.431,-0.14,33926,54915,30,9
1119013,2.515,0.081,34726,55023,24,6
493005,2.471,-1.422,35749,54857,16,9
572263,2.517,0.084,34726,55023,25,6
496557,2.543,0.12,34892,55121,26,11
2088133,2.55,-1.065,35133,55175,31,11
768975,2.572,-0.575,34060,55329,34,11
2056864,2.937,-0.648,31130,48242,31,11
499275,2.894,-0.4,31786,48357,30,9
697469,2.942,-0.645,31130,48241,29,11
164193,2.977,-0.565,30342,48784,28,12
1809420,3.053,0.21,32356,48000,23,12
1621849,3.002,0.514,29892,47829,26,16
1033337,3.015,-1.116,29357,48995,35,14
1496312,3.093,-0.039,31723,48759,33,19
1635527,3.119,0.035,29816,47666,31,13
1288670,3.106,0.46,29568,47834,35,16
1672782,3.082,-0.985,29728,47867,36,6
1391811,3.172,0.001,30482,48559,22,8
1585206,3.178,-0.637,30884,48720,34,20
1618639,3.235,-0.402,32145,47694,33,18
1965716,3.24,-0.115,31641,47637,36,22
1236601,3.267,0.129,30694,47615,33,11
1074970,3.245,0.282,31662,47852,32,21
111758,3.27,0.459,32081,47607,27,15
1443177,3.235,0.552,31607,47804,36,16
984542,3.312,-0.505,31330,47904,33,15
2049974,3.276,-0.182,30895,47334,16,1
647574,3.289,0.038,31097,47909,31,22
440242,3.295,0.078,29318,47321,38,14
353418,3.318,0.276,30635,47801,35,18
1306211,3.393,-0.173,31285,47346,36,13
1576452,3.39,0.043,32339,47477,25,12
1763672,3.635,-0.027,32753,44203,20,1
1781128,3.857,-0.323,34682,43913,10,1
