ID,x,y,time_enter,time_exit,facility_visited,num_check_in
149057,-0.96,3.13,31639,80517,29,38
1442611,0.86,-1.15,64770,83933,38,19
531348,0.55,1.37,28819,72947,39,19
404746,3.12,0.1,33388,55605,31,14
1950381,-0.15,1.45,30453,77565,32,35
184869,-0.65,0.44,32207,80412,46,26
425099,0.05,-0.93,52717,84004,38,18
1107698,-0.83,1.04,29562,81160,39,51
1317012,0.71,2.08,30884,72719,32,35
820425,0.6,-1.21,29495,73077,41,25
943737,0.43,-0.85,30904,74319,40,22
2000496,-0.98,1.84,31528,80892,37,38
1159594,1.21,0.37,30619,66280,35,13
428815,-0.98,0.32,29379,81211,35,28
1138420,-0.38,1.67,31593,78285,36,42
1528665,-0.93,0.87,32126,80204,35,37
1390837,-0.07,-0.63,32258,76722,41,15
38622,-0.31,0.48,31600,77363,45,32
390887,0.37,-1.4,29506,73661,43,17
455752,-0.98,2.32,28840,80789,33,46
1494146,0.46,-0.16,30233,73715,41,15
1300247,0.26,-0.92,29467,72958,41,25
1156815,0.26,-0.56,28909,73853,34,19
317411,-0.2,0.55,32272,76733,35,8
1494148,-0.75,0.75,30453,78207,37,40
520109,-0.94,-0.12,29579,80299,47,25
914446,0.64,2.13,30767,72870,38,21
1843798,2.7,0.15,35863,59080,29,12
1873306,-0.32,-1.19,29575,78002,43,20
682629,-0.86,-0.21,35655,83881,45,22
427544,0.53,0.05,52447,80250,43,16
557026,-0.23,-0.29,29576,76319,43,21
1633599,-0.2,0.13,31381,77665,43,26
770923,-0.71,0.75,29376,78946,41,17
574013,-0.34,0.28,30683,77587,41,38
7339,-0.19,-1.17,29485,77129,43,40
1459714,-0.59,-1.71,31593,77954,43,27
484335,-0.63,-0.54,31651,80631,43,24
1297695,0,-1,30342,77065,41,19
1400270,-0.83,-1.21,30756,79883,39,15
1317709,-0.33,-2.31,29576,76198,44,29
223567,3.4,-0.82,35702,55278,21,9
1480300,-1.04,-2.38,32157,81338,39,21
1118450,-0.29,-0.36,29708,78008,43,19
804851,-0.86,-0.2,35655,83882,44,22
1267918,-0.59,0.64,29590,77628,40,43
168448,0.16,0.17,29965,73464,44,22
1509340,-0.04,1.91,31475,76719,30,39
608482,4.15,-0.08,30342,48785,29,12
2026615,0.8,-0.2,31977,73819,39,19
837420,0.24,-1.64,29491,73578,46,20
1835458,0.45,-1.27,48037,80045,40,20
996268,-1.02,-1.15,32799,83964,45,27
1656130,-0.21,0.11,31381,77665,43,26
1213994,0,-1,30342,77065,41,19
1685871,-0.26,0.43,32329,77832,41,14
1056187,-0.73,-1.45,31615,80090,39,13
590785,-0.81,1.14,29562,81463,42,45
444736,0.62,-0.26,30492,73052,41,16
1275173,-0.18,0.21,30432,76904,36,41
1510967,-0.12,-0.03,29624,76462,38,41
960214,-0.81,-1.18,32236,80843,40,17
1740708,-1.11,-1.37,28870,81439,44,35
1643625,3,0.06,35761,58801,29,11
1953824,-0.82,-0.37,31076,82305,44,16
2056864,4.1,-0.16,31130,48242,31,11
704378,-1.01,-1.14,32799,83965,45,27
1820773,-0.45,-0.52,32123,78545,38,17
939665,-0.59,-0.06,30022,80411,43,24
1760129,0.29,0.39,29428,73500,44,15
1735326,-0.92,-0.56,31032,81928,39,37
1940907,-0.4,0.75,29929,77626,43,19
1795127,-0.5,0.19,32281,79966,42,20
283252,0.5,0.96,31417,72972,41,29
1118070,0.17,-0.61,31848,74203,41,17
1075202,-1.43,-0.7,29713,81489,34,17
1764936,-0.46,0.66,31500,78137,39,17
769381,0.66,-1.09,29495,72756,44,22
2038469,0.19,-0.44,29492,74420,40,20
841387,-0.08,0.16,29576,76056,41,22
1547652,-0.69,-0.02,30113,81418,42,23
929532,-0.71,0.75,29376,78946,42,17
1781070,2.59,-0.71,31540,62062,31,2
1025484,4.38,0.5,30482,48558,21,8
1809285,-0.05,-0.07,29470,73656,45,34
476444,-0.22,-0.61,31051,80009,42,22
1001533,-0.4,-0.45,30565,78142,40,16
2036617,0.39,-0.67,30790,74388,37,15
675612,-0.53,-0.66,29476,78476,44,16
1588767,-0.96,3.13,31639,80516,29,38
1010817,-0.57,-0.56,29976,81637,43,20
1242773,0.2,1.32,29636,76312,40,10
1369240,-0.8,0.55,31043,80348,36,38
1434450,-0.18,-0.21,30447,77762,30,6
1459134,-0.73,0.35,29620,79754,38,25
1401128,-0.64,1.15,30515,80325,38,50
1402234,-0.63,-1.12,28945,80238,34,9
498009,0.2,1.32,29636,76313,41,10
1337261,0.22,0.16,30855,74137,42,34
298620,-0.88,-1.1,30966,78095,36,20
50181,0.32,-0.47,32205,74187,41,15
443085,-0.37,1.69,30027,77248,35,45
1817739,0.63,-1.44,31977,73986,48,15
468827,0.28,0.66,31176,73024,45,17
849738,-0.53,-1.19,31429,81688,44,11
1748282,-0.4,-0.46,30565,78142,39,16
830648,-0.75,0.34,34815,83963,42,23
365191,0.01,-1.36,31183,77780,39,20
1132076,0.02,1.3,29308,74729,35,34
544439,-0.73,0.57,29139,82153,45,14
856573,-1.02,2.35,30775,81704,40,40
1075446,0.26,-0.5,30006,74695,41,37
620186,0.66,1.44,30884,72530,38,28
667078,-0.76,0.34,34815,83962,42,23
355680,0.2,-0.51,30904,74374,36,21
1083305,-0.59,-0.96,32207,80382,40,23
1965146,0.63,0.07,31732,73226,48,20
1544742,-0.47,-0.18,31247,78342,45,22
1865730,-0.4,-0.42,31109,81207,48,25
359592,0.04,-0.13,30377,77443,48,20
1574967,-0.7,-1.94,32055,80691,45,45
1030897,-0.54,-0.78,30765,78471,27,8
1364982,0.04,-0.72,31226,74706,31,13
660200,-0.13,0.41,31517,76830,41,21
1787637,-0.77,0.49,31528,81005,40,43
1295204,0.13,0.23,29346,76246,47,21
1526716,0.57,1.04,32400,73339,34,28
174974,0.12,0.36,29467,72970,34,36
1246650,-0.28,-0.1,31593,78219,32,25
266580,-0.73,-0.25,31236,80972,38,39
19162,0.35,0.97,29901,74962,39,15
1885677,-0.81,-0.05,32207,80339,43,28
218279,-0.86,-0.21,35655,83881,43,22
2007070,0.15,-0.68,31280,75322,37,13
415669,0.34,-0.3,31696,73726,36,12
1251090,-1.01,-1.16,32799,83965,46,27
1269351,-0.11,-0.24,29576,76057,36,19
224128,0.71,2.07,30884,72719,32,35
130741,-0.65,0.08,30923,79813,45,22
610043,-0.08,-0.64,30912,78173,39,14
900022,0.44,-0.85,30904,74319,41,22
580785,-0.58,0.63,29590,77629,39,43
1632441,0.12,-0.66,29738,77441,41,17
218084,-0.61,0.24,29209,80530,37,22
215593,3.12,0.09,33388,55606,33,14
431280,0,0.42,30900,76190,39,41
1983765,-0.14,1.55,34126,73265,24,16
1274841,0.37,0.81,29716,72930,38,33
822246,-0.76,0.34,34815,83962,40,23
544881,0.25,0.25,30884,72685,38,28
1284357,-0.54,0.45,31429,81666,50,27
73058,-0.76,0.49,31528,81005,40,43
154595,-0.63,-0.51,29168,78300,43,36
539385,-0.95,-0.34,30968,81338,40,19
440632,-0.48,1.99,29590,77920,36,43
95161,0.01,2.16,31600,77720,33,26
1196253,-0.46,-1.29,30640,80119,46,23
1373006,-0.11,-0.23,29576,76057,39,19
132781,-0.25,-1.99,30861,77427,35,19
1554678,-0.57,1.72,31593,78425,38,34
173102,-0.86,-0.2,35655,83882,44,22
1106029,-0.18,0.99,31479,74620,39,25
1731552,0.82,0.97,31718,73602,38,43
1718408,0.57,-0.02,30904,74517,39,16
165328,-0.8,0.17,32207,80529,36,29
1707585,-0.47,-0.93,29197,79423,45,29
1197891,0.41,-0.86,31295,73506,39,15
449821,0.91,-0.49,31539,73476,38,22
92759,-0.23,-0.29,29576,76320,41,21
845597,-0.88,1.71,31431,80217,37,40
215916,-0.81,0.17,32207,80529,39,29
405279,-0.38,1.67,31593,78285,36,42
686158,-0.12,1.18,32174,80374,37,34
880619,0.52,0.31,32173,74188,44,22
1671447,1.22,0.39,30619,66280,36,13
69324,0.12,0.06,30830,74035,36,21
1905354,2.81,-0.04,34424,58875,36,15
829110,-1.01,-1.15,32799,83965,45,27
891848,0.62,-0.51,30241,73087,38,14
829460,-0.49,1.12,31460,77742,42,19
989161,1.21,0.39,30619,66280,35,13
1882540,0.29,-0.41,30845,73277,34,20
1689641,0.17,0.23,32204,74684,41,16
200828,-0.37,-0.12,32018,82079,42,9
1439010,0.26,-0.31,30136,78209,37,20
2040759,0.66,1.44,30884,72529,38,28
1695521,-0.76,0.49,31528,81005,38,43
1551364,0.24,-1.01,31231,73609,40,16
96504,0.61,0.22,31460,73402,40,16
1603218,-0.23,-0.48,32041,78642,37,12
1945506,0.2,0.6,31662,76269,43,22
1879195,-0.37,1.69,30027,77242,39,45
220592,0.07,0.95,29467,73426,41,28
1975742,-0.14,1.46,30453,77565,32,35
2004816,3.34,0.19,33978,55613,26,11
1948150,0.37,-0.41,28849,74577,39,12
1393253,-0.46,1.99,29590,77920,37,43
1483941,1.21,0.39,30619,66280,36,13
870289,-0.8,-0.95,29343,80577,45,23
1566005,0.5,2.42,30219,72673,37,38
1843161,0.12,0.06,30830,74036,36,21
572089,-0.83,0.28,34767,84354,49,24
1753118,0.55,0.65,30884,72779,36,20
671599,-0.73,-0.64,31011,82065,32,17
313742,-1.13,1.48,30775,81750,40,23
592391,-0.08,0.15,29576,76057,43,22
661319,-0.47,-0.18,31247,78341,45,22
1246313,0.31,-0.18,29467,73203,41,23
1013602,-0.61,0.43,29197,79610,47,33
1343758,-0.75,0.77,29277,78060,38,22
1998550,-0.27,1.27,30432,76912,34,40
657135,0.18,-0.3,30434,73697,39,21
1991592,0.35,1.46,29932,72777,46,27
2062993,0.63,-1.42,31987,73373,38,19
1740991,-0.9,0.45,29995,81814,38,13
1086053,-1.17,0.62,32303,80969,34,18
985277,0.26,-0.91,29467,72958,41,25
78603,-0.32,1.96,31831,76732,35,41
345382,-0.83,2.37,30830,81119,31,43
1604354,0.4,-0.67,30790,74388,38,15
618704,-0.47,-0.93,29197,79423,45,29
496306,0.01,-1.36,31183,77781,39,20
558149,-0.2,-1.34,32329,78121,36,17
326438,-0.18,-1.64,31975,78370,42,21
832662,-0.29,-1.7,31600,77310,39,31
1281941,-0.28,0.29,31279,79814,39,20
1053224,-0.67,1.36,28859,77997,39,33
1474864,0.58,0.74,29914,73202,50,25
1952341,-0.51,1.75,29929,77943,35,47
1196605,4.23,-0.7,29357,48994,35,14
73365,-0.8,0.42,31236,81094,31,15
473436,-0.81,1.04,29562,81159,36,51
1540524,0.24,-1.66,50674,84200,29,4
1614473,-0.08,-2.14,31431,80239,38,9
1678785,-0.66,-0.1,30775,81919,40,39
1673153,-0.75,0.34,34815,83962,42,23
1908375,-0.04,-0.06,29470,73657,45,34
1534016,-0.28,-1.7,31600,77310,38,31
10371,0.42,0.31,28985,74052,43,20
208364,-0.61,-0.61,29261,80385,44,18
918404,-0.62,2.09,29197,77597,32,38
270842,-0.52,0.51,31642,77266,34,14
639730,0.31,-0.5,29914,74842,44,14
1042280,-0.85,-0.2,35655,83881,44,22
1658699,0.82,0.97,31718,73601,38,43
708080,-0.28,-1.19,31593,78369,45,20
122952,-0.65,0.45,32207,80412,44,26
1180630,-0.31,-0.08,31279,80046,37,19
80019,0.33,0.27,31237,74764,47,16
768975,3.62,-0.24,34060,55329,34,11
1038231,2.11,0.92,33266,61775,37,26
1124046,-0.28,-1.7,31600,77310,39,31
1410699,-0.58,1.72,31593,78432,39,34
1562922,0.09,-0.34,31228,77370,41,17
677612,-0.63,-1.11,28945,80238,35,9
1861684,-1.01,0.23,30775,82017,38,30
412282,0.63,-0.09,29864,73165,35,15
345618,-0.27,-0.39,29590,78038,41,26
20448,-0.69,-0.68,29131,81120,46,21
1432187,0.31,1.52,29467,73329,35,34
1233488,0.29,-0.12,29048,72579,39,22
711301,-1.06,-0.29,29138,82059,40,13
2090691,0.41,-1.25,29959,76368,39,18
1713404,-0.35,-0.04,30236,76454,36,32
1286459,-0.52,0.37,30794,80333,40,10
1250941,0.35,1.33,29467,73324,39,30
638913,0.32,-0.46,32205,74187,42,15
1922244,0.61,0.74,31417,73251,36,35
1233318,0.41,-0.58,49861,80216,42,20
285368,-0.63,-0.54,31651,80631,44,24
205691,-0.93,0.86,32126,80203,36,37
1135093,0.1,-0.01,31697,76261,34,14
1242167,-1.03,-1.67,29379,81512,42,19
116009,-0.85,2.4,30482,77653,36,49
1089957,-0.19,0.83,30912,78135,34,38
753509,-0.33,-2.31,29576,76198,43,29
837989,-0.3,-0.45,30828,77209,44,30
1886292,0.81,-1.45,63585,84072,36,13
173593,-0.26,-1.84,31429,81487,43,27
716681,0.34,0.25,30904,74277,41,24
2010544,-1,-1.36,29842,81273,41,12
1552214,-0.83,0.28,34767,84353,48,24
626101,-0.24,1.5,29876,78533,34,15
1565062,-0.63,-0.96,32207,80416,42,23
1029556,0.61,-0.27,30492,73053,40,16
2083172,-0.88,-1.41,30920,81365,41,24
986021,-0.86,-0.2,35655,83882,45,22
1750619,0.77,-0.08,30530,72891,44,19
781274,-0.25,-1.84,31429,81487,43,27
1941990,0.39,0.42,30006,73414,39,15
1858381,-0.27,-0.1,31593,78218,31,25
423861,-0.61,-1.76,31363,81529,44,20
496557,3.54,0.54,34892,55121,26,11
516163,-0.49,0.78,29127,76067,38,26
1706538,-0.11,-0.24,29576,76056,40,19
1346533,0.2,-0.43,29492,74420,41,20
629585,-0.15,0.72,30991,76540,44,19
950135,-0.59,0.11,29819,79864,37,23
384298,-0.25,-1.83,31429,81486,40,27
1991853,-0.28,-1.51,30859,80891,40,10
1199860,-0.75,2.5,31315,78187,33,49
1430968,-0.05,1.02,29187,74174,35,20
934929,-0.87,1.04,32042,81564,40,35
620880,0.04,-0.79,30491,78421,42,22
305083,-0.28,0.86,32027,77574,34,14
1826870,-0.9,0.45,29995,81814,37,13
706731,0.71,2.08,30884,72719,32,35
1155879,-0.86,-0.62,29379,81511,43,29
95353,0.73,-1.35,31977,73986,47,15
53898,-0.08,-0.63,30862,77861,43,16
1346459,0.03,0.36,29293,77407,42,13
1908621,-0.14,-0.32,30588,75789,38,22
1177549,0.13,1.35,30930,74733,35,39
1993180,-0.27,-0.92,29590,77873,40,39
2079003,0.32,1.8,29734,72974,36,30
1991168,0.58,-0.01,30904,74518,43,16
614267,-1.02,-1.15,32799,83965,45,27
1742829,-0.12,-0.02,29624,76462,39,41
1695328,-0.81,-0.91,29379,81190,46,30
1944302,-0.04,1.91,31475,76718,30,39
1308960,-0.06,-0.85,29209,76717,40,25
91182,0.01,-0.5,28878,73476,41,25
138464,-0.26,0.9,29775,77367,40,22
910050,-0.16,-1.69,31684,74455,39,21
1749109,-0.37,1.68,31593,78284,36,42
571810,-0.5,-0.31,31247,78149,35,13
774798,0.62,1,29495,73014,41,11
1031649,-0.32,-1.19,29575,78002,42,20
1337278,0.15,-0.54,29495,73192,37,22
2018684,0.08,-0.7,31600,77617,38,34
1873033,-0.59,-0.96,32207,80381,42,23
183761,-0.51,-0.05,29294,77038,43,20
511781,-0.67,0.61,31593,77981,36,31
1326471,-1.09,1.26,30775,81729,36,40
140461,-0.85,-0.2,35655,83882,43,22
1865549,-0.71,-0.7,29648,81167,34,27
13052,-0.17,-0.66,31731,77289,43,25
665529,0.4,0.35,31155,76472,40,13
1537207,-0.59,0.64,29590,77629,40,43
1770586,0.17,1.65,31385,74771,31,12
599345,3.54,0.54,34892,55121,26,11
2094112,-0.27,1.82,30297,78023,35,30
1827053,0.46,0.11,29464,73249,38,17
1518969,0.42,1.77,31160,73944,34,17
398504,-0.25,-0.76,28877,78375,37,13
273602,0.23,0.53,32070,73843,37,9
1485450,-0.24,0.12,31247,78524,44,27
521397,0.23,-0.5,31247,78486,43,17
560114,0,1.46,30489,74491,36,35
1243186,0.55,-0.22,32260,73283,37,14
2019668,-0.11,0.54,30918,76983,39,23
370075,1.21,0.4,30619,66280,35,13
931519,-0.59,0.36,31046,80840,36,14
575483,-0.33,2.07,29590,78118,37,34
115296,0.07,-1.14,30079,76245,37,16
1289734,0.43,-0.85,30904,74319,39,22
111975,-1.03,-0.45,30399,80472,46,22
225622,-0.97,-0.38,29379,81574,45,24
1269504,0.13,-1.93,29527,74312,37,18
1616612,0.09,1.69,29752,76181,31,12
703296,0.26,-0.92,29467,72958,41,25
1147101,0.23,0.03,31100,75281,40,28
1075494,-0.47,-0.94,29197,79423,45,29
1034569,0.79,1.3,30621,72532,35,45
2089499,-0.86,-0.61,29379,81512,43,29
738277,1.19,0.39,30619,66279,34,13
688673,-0.7,-1.7,31429,81486,40,24
2012559,0.4,-1.28,30764,76097,42,13
1912012,0.32,1.51,29467,73329,35,34
196239,0.26,-1.6,29176,73023,43,30
1297877,-0.74,0.64,31682,76979,32,44
1209234,0.52,-1.15,30002,72443,46,36
1136377,0.33,1.16,32383,74121,42,19
1481209,-0.5,-0.31,31247,78149,36,13
1690345,-0.18,-0.92,30688,75105,44,23
1725488,0.15,0.88,30628,73039,32,40
1341575,3.54,-1.15,35749,54857,16,9
992174,0.2,0.72,31978,77196,33,10
521065,-0.75,0.35,34815,83962,42,23
1383457,-0.11,0.55,30918,76984,41,23
1862586,-0.75,0.35,34815,83962,42,23
593615,-1.01,-1.15,32799,83965,46,27
1575381,-0.08,0.64,31272,77762,39,14
1716506,0.82,-1.45,63585,84072,34,13
372230,0.35,1.46,29932,72777,47,27
436419,1.19,0.37,30619,66280,35,13
1800174,0.26,-0.92,29467,72958,41,25
968967,-0.68,0.47,29197,79573,36,37
1576499,0.77,-1.33,50036,80269,38,16
1147212,-0.54,-1.19,31429,81688,45,11
1240527,-0.18,-0.92,30688,75105,46,23
1330734,0.34,1.19,29511,73075,37,18
590704,0.04,-0.97,30759,77870,42,22
1175115,-0.18,-0.44,31858,77515,40,11
613142,-0.76,0.34,34815,83963,40,23
1574042,-0.16,-1.68,31684,74456,37,21
1119534,-0.46,-1.53,28925,78614,36,15
1349992,0.25,0.25,30884,72685,38,28
1912164,0.36,-0.51,29304,72858,36,21
974088,-0.54,0.21,30653,77352,41,30
928330,-0.66,0.38,30018,81252,44,18
1732392,0.24,-0.5,31247,78486,43,17
1590133,-0.07,-0.55,30777,78310,43,20
1772990,0.31,0.26,30550,74550,31,12
1744503,-1.01,1.51,29197,79768,39,36
1903719,0.48,0.59,29131,72562,41,27
1591840,0.42,0.32,28985,74053,45,20
190992,-0.85,-0.2,35655,83882,45,22
921294,-0.02,0.39,29686,77508,43,17
55307,-0.4,-0.44,30565,78142,43,16
2047018,-0.82,1.04,29562,81160,37,51
35589,-1.01,-1.15,32799,83964,46,27
1414966,0.49,-0.45,31977,73986,34,18
1452626,-0.58,0.14,32086,81138,43,20
1729147,-0.86,0.92,30386,81544,37,21
1973863,0.12,0.67,30714,74485,39,16
292049,0.46,0.03,31977,74259,46,25
1511397,-0.66,0.52,29383,78219,43,15
17612,-0.78,0.75,30326,79993,31,45
1305795,-0.38,-1.48,32207,80351,41,22
1412224,0.1,0.71,32361,77465,39,40
1059177,-0.16,-0.66,31731,77289,41,25
697469,4.1,-0.16,31130,48241,29,11
1571283,-0.57,0.4,30745,81667,44,15
1058885,1.19,0.38,30619,66280,36,13
954782,0.22,0.52,32070,73843,37,9
2047233,-0.98,1.84,31528,80892,37,38
2027844,-0.69,-0.94,30714,80789,44,19
1116385,-0.21,0.69,30587,76256,41,28
288988,0.38,-1.38,29506,73660,44,17
891456,-1.12,-0.81,32404,80945,41,25
1871817,-0.59,2.13,31342,77921,33,31
1779722,0.64,0.21,28976,72818,40,18
1803086,0.57,0.73,29914,73203,48,25
1414174,0.27,0.15,29751,73314,41,25
1718690,-0.9,1.51,30349,80447,34,20
2007242,-1.03,-0.74,29391,80355,36,21
43833,-0.42,-1.86,28951,80082,45,15
1171272,-0.54,-0.55,31230,78518,40,21
1828090,-0.47,-0.1,29242,76743,33,20
504575,-0.44,-0.87,30654,78060,41,39
748592,-0.31,0.48,31600,77363,45,32
816938,-0.45,-0.39,31569,79893,33,41
444297,-0.07,0.93,30904,74497,44,35
328350,-0.49,0.63,31356,78019,40,16
1494544,0.75,0.57,31418,73557,42,17
345421,-0.5,-0.31,31247,78149,34,13
33357,-0.05,0.4,53101,84395,37,19
20700,0.38,0.64,31954,74023,42,19
1819320,3.39,-0.48,34992,55438,36,10
1925213,0.53,1.1,30491,72335,37,25
1332962,-0.83,0.28,34767,84354,47,24
1607944,0.66,-1.09,29495,72756,44,22
1838691,-0.02,-0.6,30881,73729,40,25
1453536,0.27,0.09,28917,73616,44,18
818521,-0.76,-0.84,30632,80443,40,23
668211,0.34,0.25,30904,74276,40,24
195248,0.63,-0.5,30241,73087,39,14
248178,-0.62,2.1,29197,77602,31,38
689330,-0.74,1.38,30714,80570,37,37
70028,0.37,0.14,31281,76760,32,8
1702399,-1.12,-0.8,32404,80945,42,25
313274,-0.66,0.45,32207,80412,45,26
1045021,-0.48,0.88,31593,78092,40,33
1014656,-0.55,-0.1,31077,78189,40,23
1218456,0.43,-0.86,30904,74320,41,22
2004343,4.34,0.44,31609,48614,25,9
1672782,4.31,-0.53,29728,47867,36,6
1946929,-0.53,0.51,29942,77340,34,46
221400,-0.56,0.73,32067,80467,47,18
602428,-0.54,2.05,29363,78062,38,49
755822,-0.56,0.84,31600,77600,34,35
947419,2.19,1.75,35327,61952,39,21
193621,0.32,0.79,30991,76841,31,16
535691,0.07,0.43,29986,74519,38,20
1287048,-0.46,0.16,30423,77752,42,17
83986,-0.1,-0.83,31600,77304,43,39
193629,-0.66,-0.1,30775,81918,39,39
1626169,-0.08,0.81,30900,76301,34,35
539907,0.8,-0.2,31977,73819,39,19
854137,0.45,-1.22,31004,74178,43,14
742578,-0.41,0.3,30855,77005,41,25
1881823,-0.98,2.32,28840,80789,35,46
1772176,0.21,0.26,31977,74260,40,22
2042186,-0.19,-1.33,32329,78121,36,17
460630,-0.49,-1.35,29346,78390,44,30
598893,0.15,-0.9,32261,74164,47,26
579220,0.12,1.35,30930,74732,36,39
124408,-0.81,0.16,32207,80529,38,29
64304,-0.35,-0.03,30236,76455,35,32
690602,-1,-1.36,29842,81273,40,12
510274,0.77,0.22,30884,72901,35,11
810212,-0.25,-0.39,31014,76619,40,23
973520,0.41,0.65,30343,72902,47,25
176423,-0.84,-0.64,31059,80982,39,32
891183,0.43,1.27,29264,73820,33,17
2017474,0.59,-1.21,29495,73077,42,25
1869005,3.34,0.19,33978,55613,26,11
1687109,-0.22,-0.49,31613,77176,42,18
1187902,-0.26,-0.55,29182,77418,44,27
639721,-0.28,-0.1,29808,78064,39,26
557591,-0.7,0.11,29343,80426,38,38
1559953,0.32,-0.06,31541,76368,41,15
963275,0.38,-0.29,30814,74044,44,19
113536,-0.88,1.71,31431,80217,35,40
1109689,-0.98,2.32,28840,80789,34,46
885723,-0.03,-0.77,50756,84217,43,20
605020,0.29,-0.11,29048,72579,38,22
742371,-0.26,-1.84,31429,81487,42,27
1836866,0.1,1.71,29976,73881,28,38
1360715,-0.15,0.1,30506,77067,42,36
584668,0.49,-0.74,30011,73796,37,18
434962,-0.54,-0.9,31569,79876,36,15
2067907,-0.82,1.04,29562,81160,39,51
125285,0.93,-0.72,30914,72514,43,17
1762248,0.97,0.15,30603,72645,42,19
2036467,0.31,-0.26,29296,74241,35,18
121745,0.15,-0.55,29495,73200,40,22
714238,0.41,-1.28,30764,76097,42,13
918738,0.18,2.88,29467,73114,29,26
805435,-0.24,-1.97,30861,77426,35,19
1573358,0.33,0.63,31831,76494,42,19
174818,0.53,-1.66,47391,79941,39,16
795257,0.13,-0.31,31593,77954,43,22
644431,0.58,-0.64,32215,72470,36,14
1480813,-0.66,-1.09,29590,77780,41,36
81689,0.61,1,29495,73014,41,11
1941455,0.14,-0.62,29576,76388,40,28
1914254,-0.76,0.78,29323,81250,43,49
1728164,-0.57,1.73,31593,78433,38,34
223773,0.07,0.95,29467,73427,43,28
935954,-0.26,-0.83,31683,77364,38,22
1771245,0.13,1.65,30842,73399,36,27
33434,0.4,-0.07,29495,72825,44,21
415384,0.32,-0.06,31541,76367,40,15
1197655,-0.38,-1.48,32207,80352,45,22
1862124,0.1,-0.02,31697,76261,32,14
865037,-0.69,-1.7,31429,81486,39,24
1901765,-0.67,-1.1,29590,77779,40,36
2080929,-0.93,0.79,32070,80288,32,44
1813262,-0.54,1.25,29197,79960,41,31
169797,-0.14,-0.54,29576,76027,46,27
612957,-0.11,-0.7,28853,76566,39,10
1071678,0.58,-0.01,30904,74518,43,16
2010738,0.61,-1.09,30822,73124,43,17
1029542,0.48,-0.58,31174,73816,41,22
1935883,-0.83,0.27,34767,84354,47,24
569502,-0.02,-0.6,30881,73729,42,25
1695977,0.45,-1.27,48037,80046,39,20
934074,-0.78,-0.59,31429,81625,43,21
1908746,-0.57,-0.9,31561,80386,45,22
1527872,-0.83,0.27,34767,84354,49,24
797787,-1.04,-0.74,29391,80355,34,21
171002,-0.48,0.88,31593,78093,39,33
1668820,0.4,-0.65,30790,74388,37,15
504304,-0.38,0.8,30447,80707,46,13
805058,-0.55,0.84,31911,80334,40,10
1834564,2.92,-0.13,33257,58688,32,16
946134,0.63,0.07,31732,73232,45,20
179386,0.54,1.36,28819,72947,39,19
306076,0.36,1.13,29058,74141,45,16
349848,0.2,-0.53,28948,77728,48,17
1620753,-0.37,-1.8,28951,80083,43,15
232689,-0.38,1.78,30453,77594,36,45
1678204,-1.03,2.36,30775,81704,38,39
1678754,4.11,-0.06,30303,47894,25,9
703402,-0.76,0.78,29323,81250,43,49
986349,-0.56,0.85,31600,77600,35,35
587043,0.32,-0.46,32205,74187,40,15
1432249,-0.32,0.01,29495,79985,41,22
1298361,-0.55,1.25,29197,79959,44,31
1119013,3.5,0.49,34726,55023,24,6
695020,0.34,1.34,29467,73324,36,30
1401329,2.08,0.7,33921,62443,41,26
1108000,0.62,0.81,31977,73927,45,18
1596719,0.01,2.16,31600,77720,33,26
65293,-0.17,-0.54,31630,77516,42,16
395305,-0.43,1.33,29722,76485,34,11
1283332,-1.22,1.49,30775,81945,30,24
1924604,-0.56,-2.05,31238,79696,41,17
875863,-0.28,-0.1,31593,78218,33,25
1844006,0.31,0.05,29736,73833,45,24
1730554,-0.37,2.15,30422,77240,37,40
1652057,0.56,0.36,30751,72731,37,14
1647214,-1.03,-0.28,30830,80973,42,22
629048,0.86,0.75,32154,74848,33,10
1019609,0.33,0.53,30668,76720,36,8
762079,-0.63,-0.96,32207,80416,40,23
94906,0.2,-1,30678,73740,45,25
204101,-0.9,0.74,30018,81361,40,45
207136,0.13,1.65,30842,73399,36,27
99609,0.73,-1.35,31977,73987,49,15
427660,-0.05,-0.28,31969,77336,45,19
1547860,0.01,2.16,31600,77721,33,26
827389,0.47,0.11,29464,73258,37,17
18745,-0.52,1.15,30957,77323,30,19
365667,0.5,0.96,31417,72973,41,29
1108132,-0.59,1.02,29927,78388,37,27
136570,-0.1,0.52,31849,76544,37,18
646215,-0.54,1.26,29197,79959,42,31
938179,0.34,1.33,29467,73324,38,30
1181215,-0.5,1.68,29590,77639,38,46
1790293,-0.76,-0.84,30632,80442,41,23
6534,-0.56,0.85,31600,77600,36,35
1007202,-0.86,1.42,28840,80711,46,22
395782,0.24,-0.5,31247,78486,45,17
1108483,0.12,0.35,29467,72970,33,36
4343,4.14,-0.07,30342,48785,29,12
1089132,0.6,0.91,33462,69186,38,14
2049559,0.18,1.72,31479,74283,36,37
1898006,0.5,-0.53,30355,73427,37,11
1639753,-0.2,0.55,32272,76734,34,8
1264051,0.04,-0.79,30491,78421,42,22
38398,0.66,-1.09,29495,72756,46,22
1203064,0.01,2.17,31600,77720,32,26
1244181,-0.56,-2.05,31238,79695,42,17
1502547,0.52,-1.15,30002,72442,45,36
1188816,-0.8,0.17,32207,80529,38,29
1669109,0.27,0.2,30002,73396,42,21
